EmployeeID,I would recommend my friends or Family to work at TheCompany,I feel engaged in my work.,I believe Leadership cares about the employees at TheCompany,My manager supports me in my role at TheCompany,"TheCompany cares about Diversity, Equity and Inclusion.",I believe there is room for me to grow at TheCompany,I work on interesting projects.,My manager motivates me to work hard.,I am motivated to work hard at TheCompany.,I believe I am recognized for the work I do.,I believe there are good career opportunities for me at TheCompany.,I believe TheCompany is in a great position in the market for the next few years to be succesful.,I plan on staying with TheCompany for at least 2 more years.,I believe I am fairly compensated for my work.,I believe there is little to not politics at TheCompany,I feel comfortable going to someone in leadership if there is an issue.,My values align with the culture at TheCompany,I know what TheCompany values are at TheCompany,I feel like I can take off my accrued Paid Time Off (PTO)/Vacation without feeling guilty,survey_quarter,survey_year
102615,3,4,4,2,1,3,3,1,2,4,2,2,4,3,4,2,2,4,2,Q2,2023
102616,3,4,2,4,4,4,2,2,5,1,2,3,4,3,2,3,1,3,3,Q2,2023
102618,4,3,3,3,4,4,2,4,4,5,3,3,3,5,4,4,2,4,4,Q2,2023
102619,3,1,4,3,2,2,4,4,4,3,2,3,4,2,1,1,2,3,3,Q2,2023
102620,4,2,4,4,1,3,2,2,4,4,3,4,3,2,3,3,2,2,4,Q2,2023
102623,2,4,3,2,2,2,4,2,3,4,2,4,2,1,2,4,4,4,1,Q2,2023
102628,4,4,4,4,4,3,3,3,3,2,2,2,4,4,3,2,4,2,4,Q2,2023
102632,4,1,3,4,3,2,3,3,2,3,3,4,1,1,2,2,3,3,2,Q2,2023
102634,2,3,3,4,2,2,2,2,2,3,1,1,4,4,2,2,3,4,4,Q2,2023
102639,2,1,4,3,1,3,4,2,2,3,1,1,3,4,3,2,2,2,1,Q2,2023
102644,3,4,3,1,2,2,3,4,2,3,4,2,2,4,3,3,2,4,1,Q2,2023
102648,4,3,2,4,4,3,4,4,4,2,3,3,4,3,2,3,2,2,4,Q2,2023
102649,3,1,4,3,3,3,2,2,3,4,4,3,3,3,3,4,4,3,3,Q2,2023
102650,2,2,4,2,3,2,2,3,2,1,4,2,3,2,3,4,4,3,1,Q2,2023
102652,2,2,2,1,4,4,4,4,2,4,5,3,2,3,1,2,3,3,4,Q2,2023
102654,5,2,3,2,4,3,3,4,3,4,3,4,3,3,4,4,2,2,2,Q2,2023
102658,4,2,2,2,4,1,4,4,1,3,4,3,3,4,3,2,2,3,4,Q2,2023
102659,1,3,3,3,2,4,1,2,2,1,4,1,4,2,3,4,2,4,4,Q2,2023
102660,2,2,4,1,1,2,1,2,4,3,3,4,2,3,4,2,4,1,4,Q2,2023
102661,3,4,3,3,1,3,3,3,3,4,4,4,4,3,2,4,4,4,4,Q2,2023
102662,3,4,2,4,4,3,4,4,4,4,1,3,1,2,1,3,4,4,4,Q2,2023
102664,4,2,2,3,3,4,1,4,4,4,4,1,2,4,2,3,2,3,1,Q2,2023
102665,4,3,3,4,3,4,3,4,2,4,1,4,4,3,4,4,2,4,1,Q2,2023
102669,3,1,2,2,3,1,2,4,4,3,3,3,1,4,1,4,4,4,4,Q2,2023
102670,2,4,2,3,4,1,3,2,4,3,4,3,3,1,2,3,4,2,4,Q2,2023
102673,2,3,2,3,4,3,2,4,4,1,4,3,2,3,4,3,2,2,4,Q2,2023
102675,3,1,4,4,2,2,3,4,4,4,3,2,4,1,3,2,2,2,3,Q2,2023
102676,2,3,4,3,3,2,4,4,4,3,4,2,3,3,1,3,2,1,4,Q2,2023
102677,1,4,4,3,3,3,3,2,2,3,2,1,4,3,1,2,3,3,4,Q2,2023
102680,2,2,4,4,3,1,2,4,4,4,2,2,2,2,4,2,4,4,2,Q2,2023
102681,3,4,3,4,3,4,1,4,3,1,1,4,3,3,1,4,2,3,1,Q2,2023
102683,2,2,4,2,3,3,2,4,2,4,3,4,4,4,3,3,3,4,1,Q2,2023
102684,2,3,4,3,4,4,4,4,2,1,3,2,2,3,3,2,3,3,2,Q2,2023
102685,4,3,4,4,4,3,2,2,3,4,2,4,4,4,3,5,3,2,3,Q2,2023
102686,4,3,2,2,3,3,4,3,3,4,4,4,3,3,2,2,4,2,4,Q2,2023
102688,4,4,4,2,2,1,4,4,3,4,2,2,4,2,4,3,4,4,2,Q2,2023
102689,3,4,2,4,4,2,3,2,3,2,4,2,3,2,4,3,4,4,4,Q2,2023
102691,4,2,3,4,2,3,3,4,1,3,2,3,2,3,2,4,4,3,4,Q2,2023
102694,2,4,4,4,2,3,2,3,3,4,3,1,4,3,3,2,3,4,4,Q2,2023
102696,2,4,4,4,4,4,3,4,4,2,3,2,4,2,2,2,1,1,3,Q2,2023
102698,4,3,4,2,3,3,2,3,3,4,1,3,1,3,3,3,3,4,4,Q2,2023
102701,4,2,4,1,1,2,3,2,3,3,2,2,1,1,3,1,3,2,1,Q2,2023
102702,3,4,3,4,3,3,2,2,3,1,4,4,2,1,1,4,3,4,4,Q2,2023
102704,3,1,5,2,1,4,3,3,2,2,1,2,1,4,4,2,1,3,3,Q2,2023
102705,1,1,4,1,3,3,3,3,1,4,4,4,4,3,3,4,3,3,3,Q2,2023
102706,4,4,5,2,3,3,3,4,3,3,3,4,2,4,3,4,2,2,4,Q2,2023
102707,4,4,2,4,4,2,4,1,2,2,4,4,4,2,2,1,5,4,1,Q2,2023
102710,4,4,2,3,1,4,2,4,4,3,4,1,4,2,3,1,5,1,2,Q2,2023
102712,2,4,2,4,4,3,1,2,1,3,2,4,4,3,2,5,4,1,1,Q2,2023
102715,2,1,4,4,4,4,1,4,2,3,3,2,4,4,4,1,4,4,3,Q2,2023
102717,4,4,3,4,2,3,4,2,3,3,3,4,4,3,4,4,2,3,3,Q2,2023
102718,3,2,2,4,3,4,4,4,3,2,2,4,2,4,1,1,3,4,3,Q2,2023
102719,4,4,4,2,4,4,4,4,4,3,2,3,4,2,3,4,3,4,3,Q2,2023
102720,3,4,2,1,3,4,5,1,4,4,4,3,1,4,4,4,2,2,3,Q2,2023
102721,3,3,3,1,2,2,2,3,4,4,2,4,4,2,2,3,3,2,4,Q2,2023
102722,2,4,1,4,2,3,3,3,4,4,3,2,3,3,3,3,1,4,3,Q2,2023
102723,4,3,3,4,1,3,3,2,4,2,3,2,2,2,3,4,3,2,4,Q2,2023
102725,2,4,1,3,3,2,3,4,3,2,3,4,4,2,2,4,4,4,2,Q2,2023
102728,4,4,1,3,4,4,2,3,4,4,2,1,3,2,4,2,3,5,4,Q2,2023
102731,1,1,2,4,4,3,2,3,2,1,1,5,1,4,4,4,3,3,3,Q2,2023
102732,1,4,2,2,3,2,4,2,4,4,1,4,2,3,3,3,3,3,3,Q2,2023
102734,4,2,4,2,2,2,2,3,4,1,4,1,3,4,4,1,3,2,1,Q2,2023
102735,3,3,4,2,3,2,2,3,4,4,3,1,3,4,3,2,4,4,3,Q2,2023
102736,3,4,1,1,2,3,4,3,4,3,3,2,2,1,3,3,4,2,3,Q2,2023
102738,4,2,4,4,2,4,2,2,3,3,4,3,3,1,4,3,4,4,2,Q2,2023
102739,1,2,4,4,4,2,3,3,4,4,2,3,1,3,4,4,2,2,3,Q2,2023
102741,2,1,2,3,1,4,2,3,2,4,2,2,4,4,1,1,1,4,3,Q2,2023
102743,2,3,3,4,4,3,2,2,2,1,1,4,3,2,1,3,2,1,4,Q2,2023
102744,3,4,3,4,3,3,2,3,3,2,2,2,1,2,3,3,1,2,1,Q2,2023
102746,1,4,4,4,2,3,2,4,3,2,3,4,4,3,3,1,1,4,3,Q2,2023
102747,1,2,4,4,4,4,4,3,3,3,2,1,3,4,2,2,3,4,3,Q2,2023
102748,1,4,4,3,2,3,4,1,4,1,4,3,2,4,3,1,1,3,3,Q2,2023
102749,2,4,3,4,4,2,1,2,2,2,4,3,4,1,2,2,2,4,2,Q2,2023
102751,4,4,4,4,3,2,4,3,4,4,4,3,2,2,1,1,1,3,3,Q2,2023
102752,3,4,2,3,1,4,1,1,3,2,3,4,4,3,3,3,4,4,3,Q2,2023
102753,3,4,4,3,2,4,1,2,2,4,2,1,2,3,4,4,2,3,4,Q2,2023
102756,2,4,3,4,4,3,4,4,3,3,2,4,4,3,4,3,3,3,3,Q2,2023
102758,3,4,2,4,2,1,2,4,3,3,2,4,4,3,4,2,1,3,3,Q2,2023
102759,4,2,4,4,4,1,2,4,1,3,1,3,3,4,3,4,4,3,4,Q2,2023
102760,1,3,1,4,4,1,3,4,3,2,2,1,2,3,1,4,3,4,3,Q2,2023
102761,2,2,2,2,3,3,4,4,3,3,2,2,4,2,2,4,2,4,4,Q2,2023
102762,4,4,3,2,3,3,4,4,3,3,2,3,2,2,2,4,4,1,4,Q2,2023
102764,1,3,4,4,4,2,3,4,2,3,4,4,3,4,3,2,2,2,4,Q2,2023
102765,3,4,2,2,2,1,3,3,4,4,4,3,2,4,1,2,3,1,4,Q2,2023
102767,3,3,3,3,3,1,3,1,1,4,1,2,2,4,2,2,4,3,3,Q2,2023
102769,2,3,3,2,2,4,2,3,4,1,2,4,4,5,1,3,4,3,2,Q2,2023
102773,2,3,1,3,4,4,3,4,2,4,3,4,4,4,4,4,4,1,4,Q2,2023
102774,2,4,3,2,4,1,2,2,2,4,1,3,4,2,4,2,4,3,3,Q2,2023
102781,3,2,3,4,1,3,4,3,3,2,3,3,2,1,4,4,2,3,4,Q2,2023
102783,1,4,2,2,4,3,2,2,2,1,2,3,4,3,4,1,4,3,4,Q2,2023
102784,4,1,2,3,4,3,2,2,2,3,4,3,4,4,3,2,1,4,2,Q2,2023
102786,2,2,3,4,2,3,1,4,3,4,4,4,2,4,3,4,4,2,3,Q2,2023
102787,3,3,2,5,4,2,4,4,1,3,2,4,1,3,4,3,2,1,2,Q2,2023
102788,3,3,4,3,4,4,3,2,2,1,3,4,2,4,2,4,3,3,4,Q2,2023
102791,2,3,2,1,3,2,3,3,4,4,4,1,4,3,3,3,4,3,3,Q2,2023
102796,4,2,4,2,4,1,4,2,2,3,1,1,3,4,3,4,2,4,3,Q2,2023
102798,4,4,4,3,4,2,3,4,3,4,4,4,2,3,3,3,2,2,4,Q2,2023
102801,2,2,3,3,4,4,3,4,2,4,4,2,4,3,3,2,4,4,4,Q2,2023
102804,2,4,2,2,4,3,2,1,4,2,4,3,4,2,4,2,4,4,3,Q2,2023
102805,1,2,1,1,4,2,5,3,4,4,3,4,4,1,3,3,2,4,2,Q2,2023
102806,2,2,3,1,3,2,4,4,2,2,4,2,4,3,2,1,4,1,3,Q2,2023
102807,3,2,4,4,3,4,2,3,3,4,1,4,4,1,1,4,2,2,2,Q2,2023
102809,4,4,2,2,4,4,2,4,3,4,4,3,2,5,4,2,4,3,3,Q2,2023
102811,4,4,2,4,3,3,3,5,2,3,3,1,2,3,4,2,4,4,3,Q2,2023
102812,2,2,2,1,1,4,2,4,3,4,4,4,3,4,2,4,5,4,4,Q2,2023
102815,3,1,3,4,4,3,2,4,2,4,2,3,3,4,4,3,2,4,4,Q2,2023
102818,4,1,4,4,3,2,4,4,2,2,2,4,2,1,3,2,2,3,4,Q2,2023
102821,4,5,4,2,3,3,2,2,2,4,3,4,2,4,3,3,4,4,1,Q2,2023
102822,4,1,3,4,4,3,1,2,2,3,4,4,3,2,2,3,3,2,4,Q2,2023
102823,2,4,4,2,3,4,4,3,4,4,3,2,3,3,4,3,4,3,2,Q2,2023
102825,3,2,2,3,3,1,2,1,4,1,3,2,1,4,3,4,2,2,3,Q2,2023
102826,2,2,4,3,4,2,3,1,4,1,3,2,4,3,4,4,5,2,4,Q2,2023
102827,3,4,3,3,3,4,2,3,1,4,2,3,3,4,4,4,2,3,1,Q2,2023
102828,2,1,4,3,4,4,2,2,2,4,2,2,3,3,2,1,3,4,2,Q2,2023
102829,4,2,2,3,3,4,4,1,3,3,3,3,3,3,2,1,2,4,3,Q2,2023
102832,4,2,3,3,3,3,3,3,3,4,2,2,2,4,4,1,4,4,3,Q2,2023
102834,2,3,4,3,4,4,3,2,4,2,2,2,3,4,2,4,2,2,4,Q2,2023
102836,4,1,4,4,4,4,3,4,4,3,2,4,3,4,2,3,1,2,4,Q2,2023
102838,2,4,4,2,4,1,3,4,1,4,4,1,4,4,3,4,4,4,1,Q2,2023
102839,2,3,3,3,2,4,3,2,3,3,4,1,1,3,3,3,3,2,2,Q2,2023
102841,3,3,4,4,4,4,5,3,1,2,3,4,4,4,4,4,4,2,3,Q2,2023
102842,3,4,1,3,2,1,4,4,4,4,2,4,4,4,3,4,2,3,4,Q2,2023
102843,2,1,4,1,3,4,4,4,2,3,2,3,1,2,1,3,1,2,4,Q2,2023
102845,4,4,3,4,4,2,2,4,3,2,4,3,4,4,4,4,1,4,3,Q2,2023
102846,4,4,3,2,3,1,3,2,2,4,4,5,3,4,4,4,1,3,4,Q2,2023
102848,4,2,2,4,3,3,3,2,4,2,3,2,3,4,2,3,4,1,4,Q2,2023
102849,4,4,2,4,4,3,4,3,3,3,4,4,1,2,2,2,1,1,4,Q2,2023
102852,3,4,2,4,2,4,4,3,4,4,2,4,2,4,3,3,3,2,4,Q2,2023
102854,4,4,3,3,4,3,2,4,3,1,1,4,2,3,3,3,4,3,2,Q2,2023
102856,3,3,3,2,4,4,2,4,4,3,5,2,2,3,4,2,3,4,3,Q2,2023
102857,4,3,1,4,1,1,3,3,2,1,2,3,4,4,4,2,1,3,4,Q2,2023
102858,3,4,2,1,3,4,4,1,2,2,4,4,3,2,2,3,2,4,4,Q2,2023
102862,2,4,2,2,3,5,4,2,3,4,4,1,4,3,4,1,2,3,3,Q2,2023
102871,2,4,2,4,4,2,3,4,3,3,3,4,2,3,2,4,4,3,2,Q2,2023
102876,3,1,3,4,2,3,4,3,3,3,4,3,2,3,3,3,1,4,2,Q2,2023
102878,2,3,4,4,4,3,3,3,3,4,4,4,3,4,4,1,4,4,1,Q2,2023
102879,1,3,3,3,1,4,2,3,3,3,4,3,4,2,2,3,1,5,2,Q2,2023
102882,3,4,2,5,3,4,3,3,2,4,3,4,4,1,3,1,4,4,3,Q2,2023
102884,4,2,3,3,2,2,2,3,3,4,4,2,3,3,2,1,3,2,1,Q2,2023
102885,3,2,3,2,4,3,3,4,4,2,1,4,3,2,2,2,4,3,3,Q2,2023
102886,1,3,2,3,1,4,2,2,3,4,2,3,4,4,4,4,4,3,3,Q2,2023
102888,1,3,4,4,4,2,4,2,1,2,4,4,2,3,4,2,2,2,4,Q2,2023
102889,2,3,2,2,2,3,4,1,4,4,1,2,4,2,2,4,2,4,3,Q2,2023
102890,4,3,3,2,2,3,1,4,3,1,3,2,1,2,2,4,2,2,3,Q2,2023
102892,3,1,4,4,2,3,3,4,2,4,1,3,4,2,1,1,4,4,4,Q2,2023
102893,3,4,4,3,4,2,1,1,3,4,4,4,4,4,4,3,2,3,3,Q2,2023
102894,1,4,4,4,3,3,4,2,2,4,2,2,2,2,4,4,4,2,4,Q2,2023
102897,1,2,2,3,3,2,3,4,4,3,1,4,4,2,3,1,4,1,2,Q2,2023
102898,2,2,4,4,3,3,2,3,4,4,1,3,3,1,4,3,3,4,2,Q2,2023
102901,2,3,2,4,1,4,4,3,3,1,4,3,2,4,4,4,1,4,2,Q2,2023
102902,4,3,2,2,2,3,4,1,3,3,2,4,4,3,3,3,4,3,4,Q2,2023
102904,4,3,3,4,2,4,4,3,4,2,3,4,4,2,3,4,4,2,2,Q2,2023
102909,4,1,3,3,3,1,3,4,3,4,2,3,4,2,2,2,1,4,4,Q2,2023
102911,1,2,2,3,3,4,3,4,1,1,4,4,4,4,3,4,1,2,4,Q2,2023
102912,2,3,2,2,2,4,2,1,2,3,3,3,3,4,2,3,3,4,4,Q2,2023
102913,3,4,2,3,2,2,4,4,2,3,4,3,2,3,3,4,4,4,2,Q2,2023
102914,2,2,2,3,2,4,3,4,4,4,2,4,3,2,1,3,5,3,3,Q2,2023
102917,4,4,4,3,3,2,2,4,2,4,3,1,2,4,4,1,4,4,3,Q2,2023
102919,4,3,2,4,2,4,4,3,4,2,4,4,3,3,4,4,5,4,2,Q2,2023
102924,4,2,4,1,4,3,5,3,4,3,3,2,3,4,2,4,2,4,4,Q2,2023
102925,3,3,4,2,4,4,2,4,2,3,4,4,3,3,4,4,4,2,4,Q2,2023
102929,4,2,2,2,1,2,4,4,4,2,3,3,1,3,2,4,4,4,2,Q2,2023
102931,3,2,4,3,3,4,3,2,2,2,3,2,2,4,3,2,1,3,4,Q2,2023
102935,4,3,4,3,1,2,4,4,4,3,3,2,3,2,4,2,2,3,2,Q2,2023
102936,1,2,4,3,3,1,4,3,1,2,4,3,3,3,2,4,4,3,2,Q2,2023
102940,3,4,3,4,1,3,3,2,4,2,4,4,4,3,2,3,3,1,2,Q2,2023
102942,4,4,3,2,2,4,4,2,2,3,3,1,2,3,3,3,4,3,3,Q2,2023
102945,3,4,1,4,3,3,1,1,2,3,4,3,3,4,4,3,3,2,3,Q2,2023
102950,2,1,3,4,3,4,2,3,2,4,4,3,2,3,2,4,4,3,4,Q2,2023
102952,4,3,3,3,4,4,3,2,2,2,4,4,1,3,4,1,4,4,3,Q2,2023
102960,3,3,2,3,4,1,3,4,4,2,2,2,4,4,4,1,3,3,4,Q2,2023
102964,2,4,4,4,4,2,3,1,4,2,2,4,2,4,3,4,4,2,4,Q2,2023
102965,2,2,2,4,2,2,3,1,4,4,3,2,2,4,3,2,3,4,3,Q2,2023
102966,3,1,2,4,4,4,4,2,3,3,4,2,1,2,2,2,2,2,4,Q2,2023
102967,1,5,2,2,3,2,4,3,4,4,2,2,1,4,3,3,4,1,2,Q2,2023
102987,4,4,3,4,4,4,2,3,3,1,3,4,3,2,4,4,3,4,3,Q2,2023
102989,1,1,4,2,4,3,4,2,4,3,3,2,3,4,4,4,2,3,3,Q2,2023
102993,3,4,4,3,1,4,3,2,4,2,4,4,4,4,2,3,3,3,1,Q2,2023
102994,3,3,5,4,4,3,4,2,3,3,2,1,2,2,1,2,2,2,4,Q2,2023
102995,4,3,3,4,4,3,4,3,3,3,3,2,3,1,4,4,4,5,2,Q2,2023
102999,4,3,4,3,3,3,4,3,3,4,4,3,5,4,2,3,4,2,4,Q2,2023
103000,2,1,4,4,2,1,3,2,2,4,2,2,2,4,2,3,4,3,4,Q2,2023
103001,2,3,3,4,3,2,3,1,4,3,3,4,3,3,3,3,3,4,3,Q2,2023
103002,2,3,1,2,4,3,4,3,3,4,3,2,4,3,4,2,3,4,4,Q2,2023
103004,4,1,2,2,4,2,3,4,4,1,1,5,4,1,4,2,4,3,4,Q2,2023
103011,2,4,4,3,4,4,4,3,3,4,2,4,2,1,4,5,3,3,2,Q2,2023
103012,4,1,4,3,5,2,4,3,3,2,4,4,2,4,3,3,4,3,2,Q2,2023
103014,4,4,4,1,4,1,3,2,2,3,4,2,2,1,4,4,2,2,3,Q2,2023
103015,3,3,2,3,2,2,3,2,4,2,3,4,2,1,4,4,4,1,4,Q2,2023
103020,3,4,2,3,3,1,3,1,3,4,2,4,1,1,3,3,1,1,3,Q2,2023
103022,2,4,2,2,4,2,3,2,2,2,4,4,1,4,1,2,1,4,3,Q2,2023
103023,2,2,4,4,3,3,2,3,3,2,2,2,4,3,2,4,3,3,4,Q2,2023
103026,3,3,3,1,2,3,4,3,3,3,1,4,2,4,2,4,4,3,4,Q2,2023
103028,3,4,3,1,1,4,3,2,4,2,2,4,2,4,3,1,4,3,3,Q2,2023
103029,4,3,3,2,2,2,3,3,2,2,2,2,3,3,4,2,3,3,1,Q2,2023
103031,3,1,2,2,2,4,3,3,3,1,4,2,1,2,3,1,1,2,3,Q2,2023
103033,3,3,4,2,3,2,5,3,4,4,4,4,4,2,2,1,2,3,3,Q2,2023
103034,3,4,2,2,4,2,1,2,4,3,3,4,3,4,1,2,1,4,2,Q2,2023
103035,4,4,2,2,3,1,3,4,2,4,2,3,1,3,4,3,2,4,4,Q2,2023
103036,2,3,1,4,4,2,4,3,3,2,2,3,3,3,3,4,1,3,4,Q2,2023
103037,1,4,3,3,3,3,2,2,4,4,3,3,1,3,1,3,1,2,4,Q2,2023
103040,2,3,3,1,2,2,4,4,4,3,4,2,3,2,1,4,3,4,4,Q2,2023
103042,4,2,3,3,3,3,4,2,2,3,3,2,3,3,3,2,3,4,2,Q2,2023
103044,4,3,4,4,3,4,3,2,2,3,3,1,3,2,3,1,4,4,2,Q2,2023
103045,4,4,1,2,4,2,2,3,2,1,4,3,3,4,2,3,3,2,4,Q2,2023
103046,4,4,3,4,4,3,3,4,4,4,4,1,3,4,4,2,2,4,4,Q2,2023
103047,4,3,3,4,4,3,2,2,4,4,3,2,2,2,2,2,3,4,4,Q2,2023
103048,4,4,4,2,2,2,4,4,2,4,3,3,2,3,3,2,2,3,4,Q2,2023
103049,4,1,3,4,4,4,2,4,4,3,3,3,4,3,1,3,4,4,2,Q2,2023
103052,2,2,3,3,3,2,3,3,2,1,1,1,4,4,2,4,1,4,4,Q2,2023
103053,3,3,2,3,4,4,3,4,3,2,3,2,4,3,3,3,4,3,2,Q2,2023
103055,4,3,2,4,4,3,4,4,2,3,2,4,2,2,3,3,4,2,2,Q2,2023
103056,3,4,4,4,4,2,3,1,3,3,4,2,4,4,3,3,4,2,2,Q2,2023
103057,4,2,4,1,4,4,3,2,3,2,2,3,4,4,3,3,4,2,2,Q2,2023
103058,4,3,3,2,2,4,2,4,3,3,3,4,2,2,2,3,2,4,3,Q2,2023
103062,2,1,3,2,1,2,3,4,3,2,3,1,2,2,1,4,1,4,3,Q2,2023
103064,1,3,4,3,2,2,2,3,2,2,2,2,2,3,4,4,1,2,3,Q2,2023
103066,3,3,2,2,3,4,1,4,3,3,2,4,4,3,4,2,4,4,4,Q2,2023
103068,3,1,3,4,3,4,3,4,1,2,3,4,4,3,4,3,4,2,2,Q2,2023
103069,4,4,4,3,2,4,3,2,2,4,3,4,4,2,4,2,3,2,3,Q2,2023
103071,4,4,4,3,3,4,3,2,4,3,3,2,3,2,3,2,2,4,4,Q2,2023
103072,4,2,4,1,4,3,3,1,4,2,4,4,4,2,1,4,3,2,2,Q2,2023
103077,4,4,1,4,1,2,1,2,4,1,1,2,4,4,4,2,2,4,2,Q2,2023
103081,3,4,2,3,3,4,4,1,3,4,3,2,1,3,4,4,3,2,4,Q2,2023
103083,3,2,2,1,2,4,4,3,1,3,2,3,4,4,4,2,4,2,4,Q2,2023
103086,4,4,4,3,3,2,3,3,2,3,3,3,4,3,4,4,3,4,4,Q2,2023
103087,5,2,1,4,3,2,3,2,4,4,2,3,4,2,3,2,2,2,2,Q2,2023
103088,4,4,4,4,3,1,3,1,3,2,4,4,1,3,3,3,2,4,2,Q2,2023
103089,3,2,2,1,2,1,2,4,4,2,4,1,2,4,2,3,3,3,4,Q2,2023
103091,2,1,1,2,1,4,2,5,5,3,3,3,2,1,1,4,4,4,2,Q2,2023
103096,3,2,4,3,3,3,3,2,4,4,4,4,5,4,4,3,2,4,3,Q2,2023
103097,4,3,4,2,4,2,3,3,3,3,3,2,2,2,3,3,2,1,3,Q2,2023
103099,2,2,3,4,4,2,2,2,4,2,3,5,4,3,4,3,4,4,3,Q2,2023
103101,2,2,4,2,3,3,2,4,3,3,4,4,2,4,3,2,3,3,3,Q2,2023
103103,3,3,3,1,1,2,3,3,4,3,4,3,2,4,3,3,1,2,1,Q2,2023
103105,4,2,2,1,3,4,2,3,4,3,4,2,2,2,2,2,3,2,2,Q2,2023
103106,4,1,4,4,4,3,1,1,4,3,3,1,2,3,2,2,2,3,4,Q2,2023
103107,3,4,3,1,4,4,2,3,4,3,3,2,4,3,4,2,2,3,4,Q2,2023
103108,4,4,4,4,4,4,1,3,4,1,2,3,5,4,2,3,3,4,3,Q2,2023
103110,1,3,1,4,2,2,4,4,2,1,3,2,3,3,3,2,4,4,2,Q2,2023
103111,2,4,1,4,2,2,3,2,4,3,4,2,4,4,4,3,1,4,4,Q2,2023
103112,2,2,2,3,2,3,4,4,1,4,2,2,4,2,2,2,3,2,4,Q2,2023
103113,4,3,1,2,4,3,4,2,2,4,3,3,3,4,3,4,1,2,4,Q2,2023
103114,3,1,4,2,4,3,2,3,4,2,3,4,4,4,3,4,5,3,4,Q2,2023
103117,4,3,4,4,4,4,4,2,4,4,1,4,2,2,1,4,2,2,4,Q2,2023
103119,3,4,1,3,4,1,2,4,3,3,4,4,2,4,3,1,2,4,2,Q2,2023
103121,4,3,2,2,4,1,3,2,3,4,2,1,4,2,4,4,1,4,4,Q2,2023
103123,3,2,3,4,3,3,4,3,3,2,1,4,3,4,1,2,1,4,4,Q2,2023
103124,2,2,4,2,3,4,3,2,2,4,3,3,4,4,3,2,2,2,4,Q2,2023
103125,3,4,3,4,3,3,4,3,4,4,2,3,1,3,3,4,2,2,4,Q2,2023
103126,3,3,1,2,3,1,4,3,4,1,4,4,4,3,2,3,1,4,2,Q2,2023
103127,2,2,3,1,4,4,3,3,3,3,2,4,2,4,3,4,4,2,2,Q2,2023
103129,4,4,2,2,2,4,3,2,3,3,2,3,2,2,3,2,4,3,4,Q2,2023
103130,1,4,4,1,5,1,2,1,2,3,2,2,3,2,2,2,4,4,5,Q2,2023
103131,4,4,3,4,4,2,2,3,4,2,3,4,4,3,2,3,3,3,3,Q2,2023
103132,3,2,3,3,3,3,3,1,4,2,1,3,2,4,2,2,2,2,4,Q2,2023
103133,3,4,1,2,4,3,1,1,2,4,4,3,3,4,4,3,4,4,4,Q2,2023
103134,2,4,4,4,4,4,4,3,2,4,3,4,4,1,4,4,3,4,1,Q2,2023
103136,2,2,3,4,2,4,2,4,4,4,3,3,2,2,4,4,4,4,3,Q2,2023
103138,4,4,3,4,2,2,3,2,2,2,3,4,3,3,3,4,4,3,4,Q2,2023
103139,1,4,3,4,3,3,3,1,1,2,3,4,3,3,3,3,4,2,2,Q2,2023
103141,2,2,2,4,4,2,1,2,1,2,2,4,4,2,3,4,4,2,2,Q2,2023
103142,1,4,4,3,3,4,2,1,2,3,1,4,1,3,3,3,3,4,4,Q2,2023
103143,2,4,2,3,4,4,2,2,1,2,4,2,3,4,4,4,5,3,3,Q2,2023
103144,4,1,4,3,3,3,2,3,4,1,2,4,3,2,3,1,1,2,2,Q2,2023
103146,4,1,3,2,3,4,4,2,3,2,4,2,4,4,4,4,1,2,1,Q2,2023
103148,3,3,3,4,5,4,2,1,1,2,2,1,3,1,5,2,3,4,3,Q2,2023
103149,1,3,2,4,2,4,3,2,1,3,4,4,3,3,3,4,3,4,5,Q2,2023
103150,4,4,2,2,1,1,3,4,3,1,2,3,3,3,4,2,4,3,4,Q2,2023
103153,2,3,1,1,4,4,1,4,3,4,3,3,4,2,3,2,3,3,4,Q2,2023
103157,2,2,3,3,4,1,3,4,3,4,1,3,3,2,4,4,4,4,4,Q2,2023
103160,4,3,2,4,3,4,2,2,4,3,2,3,2,4,4,3,3,4,4,Q2,2023
103162,3,1,1,3,1,3,4,3,2,4,4,3,3,3,1,4,4,3,2,Q2,2023
103166,2,3,1,3,3,2,3,4,4,3,3,2,4,4,3,4,4,4,2,Q2,2023
103168,3,2,2,2,4,2,4,4,1,3,3,1,4,4,3,3,3,3,4,Q2,2023
103169,1,3,3,2,4,2,3,2,4,2,3,4,5,3,2,3,4,4,4,Q2,2023
103171,4,1,4,3,4,4,3,3,4,3,3,3,4,4,2,4,3,4,4,Q2,2023
103173,4,4,1,3,3,4,3,4,2,2,3,3,2,1,3,2,4,1,2,Q2,2023
103174,3,3,4,4,1,4,2,4,4,3,4,3,4,2,5,4,3,3,4,Q2,2023
103175,1,2,4,4,4,3,2,2,3,1,2,3,3,3,2,3,3,4,3,Q2,2023
103178,4,2,3,1,3,3,4,3,3,3,1,2,3,4,4,2,4,4,1,Q2,2023
103179,4,3,4,3,3,3,2,3,3,5,4,4,4,4,1,4,4,4,3,Q2,2023
103184,2,2,2,3,1,4,4,2,3,4,4,2,2,4,3,4,2,2,1,Q2,2023
